cveid,cwe
26214,NVD-CWE-noinfo
26216,NVD-CWE-Other
26218,CWE-119
26220,CWE-119
26223,CWE-119
26226,CWE-59
26231,CWE-200
26235,CWE-79
26241,CWE-119
26242,CWE-399
26243,NVD-CWE-Other
26244,CWE-399
26245,CWE-399
26247,CWE-200
26248,CWE-399
26249,CWE-79
26250,CWE-22
26252,CWE-20
26254,CWE-399
26257,CWE-399
26259,CWE-22
26261,CWE-399
26264,CWE-399
26266,CWE-79
26268,CWE-94
26269,CWE-89
26270,CWE-119
26274,CWE-79
26276,CWE-22
26278,CWE-94
26280,CWE-119
26282,CWE-79
26284,CWE-94
26286,CWE-79
26287,CWE-79
26288,NVD-CWE-noinfo
26289,CWE-89
26290,CWE-119
26291,CWE-89
26292,CWE-119
26294,CWE-134
26297,CWE-119
26300,CWE-94
26302,CWE-94
26304,CWE-79
26306,CWE-20
26307,CWE-119
26309,CWE-79
26312,CWE-399
26315,CWE-119
26318,CWE-79
26319,CWE-79
26321,CWE-89
26323,CWE-20
26326,CWE-119
26329,CWE-94
26330,CWE-94
26332,CWE-94
26334,NVD-CWE-Other
26337,CWE-399
26340,NVD-CWE-Other
26343,CWE-79
26345,CWE-94
26346,CWE-79
26347,CWE-79
26348,CWE-89
26350,NVD-CWE-Other
26355,CWE-20
26362,CWE-94
26369,CWE-79
26373,CWE-119
26376,CWE-20
26378,CWE-119
26380,CWE-89
26382,CWE-863
26384,CWE-119
26385,CWE-119
26387,CWE-200
26389,CWE-20
26392,CWE-79
26396,CWE-78
26399,CWE-22
26401,CWE-94
26408,CWE-189
26417,CWE-399
26419,CWE-119
26421,CWE-79
26423,CWE-79
26425,CWE-89
26427,CWE-119
26429,CWE-79
26431,CWE-89
26433,CWE-255
26435,CWE-200
26436,NVD-CWE-noinfo
26438,CWE-94
26442,CWE-264
26445,CWE-20
26447,NVD-CWE-Other
26449,CWE-190
26452,NVD-CWE-Other
26455,CWE-119
26458,CWE-119
26460,NVD-CWE-noinfo
26463,CWE-399
26463,NVD-CWE-noinfo
26466,CWE-732
26467,CWE-79
26469,CWE-79
26471,NVD-CWE-noinfo
26473,CWE-89
26475,CWE-20
26477,CWE-89
26479,CWE-352
26481,CWE-89
26483,CWE-89
26485,CWE-89
26487,CWE-89
26489,CWE-89
26491,CWE-89
26493,CWE-89
26495,CWE-89
26497,CWE-89
26499,CWE-79
26501,CWE-264
26507,CWE-264
26512,CWE-264
26512,NVD-CWE-noinfo
26519,CWE-119
26524,CWE-119
26527,CWE-264
26532,NVD-CWE-noinfo
26534,CWE-254
26539,CWE-264
26544,NVD-CWE-noinfo
26547,CWE-20
26549,CWE-20
26550,CWE-399
26551,CWE-20
26553,CWE-264
26554,NVD-CWE-noinfo
26555,CWE-20
26557,CWE-79
26559,CWE-20
26560,CWE-59
26561,CWE-59
26563,CWE-59
26565,CWE-59
26567,CWE-59
26569,CWE-59
26570,CWE-59
26573,CWE-59
26574,CWE-59
26576,CWE-59
26578,CWE-59
26581,CWE-59
26583,CWE-59
26585,CWE-59
26587,CWE-59
26588,CWE-59
26590,CWE-59
26592,CWE-59
26594,CWE-59
26596,CWE-59
26598,CWE-59
26600,CWE-59
26602,CWE-59
26603,CWE-59
26606,CWE-59
26608,CWE-59
26610,CWE-59
26611,CWE-59
26613,CWE-59
26615,CWE-59
26617,CWE-59
26619,CWE-59
26509,CWE-22
26510,CWE-79
26511,CWE-79
26513,CWE-79
26514,CWE-22
26515,CWE-89
26516,CWE-79
26517,CWE-89
26518,CWE-79
26520,CWE-352
26521,CWE-89
26522,CWE-89
26523,CWE-89
26525,CWE-79
26526,CWE-89
26528,CWE-330
26529,CWE-89
26530,CWE-20
26531,CWE-787
26533,CWE-264
26535,CWE-20
26536,CWE-264
26537,CWE-119
26538,NVD-CWE-noinfo
26540,NVD-CWE-noinfo
26541,NVD-CWE-noinfo
26542,NVD-CWE-noinfo
26543,CWE-20
26545,CWE-79
26546,CWE-330
26548,CWE-254
26552,CWE-119
26556,NVD-CWE-noinfo
26558,CWE-16
26558,CWE-59
26562,NVD-CWE-noinfo
26564,CWE-79
26566,CWE-134
26568,CWE-119
26571,CWE-79
26572,CWE-79
26575,CWE-119
26577,CWE-79
26579,CWE-79
26580,CWE-79
26582,CWE-94
26584,CWE-264
26586,CWE-94
26589,CWE-20
26591,CWE-94
26593,CWE-89
26595,CWE-89
26597,CWE-22
26599,CWE-79
26601,NVD-CWE-noinfo
26604,CWE-79
26605,CWE-79
26607,CWE-79
26609,CWE-119
26612,CWE-79
26614,CWE-79
26616,CWE-264
26618,CWE-22
26621,CWE-200
26623,CWE-119
26625,CWE-255
26628,CWE-89
26630,CWE-79
26631,NVD-CWE-noinfo
26634,CWE-119
26636,CWE-20
26638,CWE-20
26640,CWE-20
26642,CWE-20
26644,CWE-22
26646,CWE-119
26648,CWE-79
26650,CWE-22
26652,CWE-79
26654,NVD-CWE-noinfo
26656,CWE-16
26658,CWE-200
26660,CWE-94
26663,CWE-94
26665,CWE-94
26665,NVD-CWE-noinfo
26668,CWE-94
26670,CWE-94
26670,NVD-CWE-noinfo
26672,CWE-94
26673,CWE-94
26675,CWE-20
26675,CWE-94
26677,NVD-CWE-noinfo
26678,CWE-94
26680,CWE-94
26682,CWE-89
26683,NVD-CWE-Other
26685,CWE-189
26686,CWE-119
26687,CWE-79
26689,NVD-CWE-Other
26691,CWE-264
26693,CWE-79
26695,NVD-CWE-Other
26697,CWE-89
26699,CWE-79
26701,CWE-89
26703,CWE-89
26704,CWE-79
26705,CWE-79
26707,CWE-22
26709,CWE-189
26711,CWE-20
26713,CWE-79
26715,CWE-89
26717,CWE-79
26719,CWE-119
26720,CWE-89
26721,CWE-399
28215,CWE-89
28218,CWE-79
28220,CWE-79
28222,CWE-79
28225,CWE-79
28227,CWE-79
28229,CWE-79
28231,CWE-352
28233,CWE-89
28235,CWE-89
28237,CWE-79
28239,NVD-CWE-Other
28241,CWE-255
28243,CWE-119
28251,CWE-189
28257,CWE-119
28260,CWE-189
28264,CWE-200
28266,CWE-20
28267,CWE-79
28269,CWE-16
28270,CWE-79
28273,CWE-89
28275,CWE-119
28279,CWE-189
28285,CWE-200
28288,CWE-362
28290,CWE-79
28292,CWE-89
28294,CWE-79
28300,NVD-CWE-noinfo
28302,CWE-22
28305,CWE-79
28312,NVD-CWE-Other
28319,CWE-22
28321,CWE-119
28323,CWE-79
28328,CWE-119
28330,CWE-119
28332,CWE-89
28334,CWE-264
28336,CWE-264
28337,CWE-200
28338,CWE-94
28340,CWE-22
28341,CWE-94
28342,CWE-79
28343,CWE-89
28345,CWE-94
28346,CWE-79
28348,CWE-89
28350,CWE-89
28352,CWE-79
28355,CWE-79
28356,CWE-134
28358,CWE-94
28360,CWE-94
28362,CWE-89
28363,NVD-CWE-noinfo
28364,CWE-89
28365,CWE-252
28367,NVD-CWE-Other
26620,CWE-59
26622,CWE-59
26624,CWE-59
26626,CWE-59
26627,CWE-59
26629,CWE-59
26632,CWE-59
26633,CWE-59
26635,CWE-59
26637,CWE-59
26639,CWE-59
26641,CWE-59
26643,CWE-59
26645,CWE-59
26647,CWE-59
26649,CWE-59
26651,CWE-59
26653,CWE-59
26655,CWE-59
26657,CWE-89
26659,CWE-59
26661,CWE-59
26662,CWE-59
26664,CWE-59
26666,CWE-59
26667,CWE-59
26669,CWE-22
26671,CWE-79
26674,NVD-CWE-Other
26676,CWE-200
26679,CWE-200
26681,CWE-264
26684,CWE-79
26688,CWE-264
26690,CWE-264
26692,CWE-89
26694,CWE-119
26696,CWE-20
26698,CWE-89
26700,CWE-89
26702,CWE-119
26706,CWE-399
26706,NVD-CWE-noinfo
26708,CWE-59
26710,CWE-119
26712,CWE-362
26714,CWE-79
26716,CWE-79
26716,NVD-CWE-noinfo
26718,CWE-264
26722,CWE-352
26723,CWE-94
26724,CWE-119
26725,CWE-189
26726,CWE-119
26727,CWE-59
26728,CWE-399
26729,CWE-119
26730,CWE-89
26731,CWE-416
26732,CWE-79
26733,CWE-287
26734,CWE-287
26735,CWE-200
26736,CWE-200
26737,CWE-79
26738,CWE-295
26739,CWE-119
26740,CWE-89
26741,CWE-89
26742,CWE-119
26743,CWE-119
26744,CWE-119
26745,CWE-89
26746,CWE-119
26747,CWE-200
26748,CWE-399
26749,CWE-20
26750,CWE-94
26751,CWE-399
26752,CWE-189
26753,CWE-399
26754,CWE-79
26755,CWE-362
26756,CWE-287
26757,CWE-20
26758,CWE-91
26759,CWE-399
26760,CWE-94
26761,CWE-89
26762,CWE-89
26763,CWE-79
26764,CWE-89
26765,CWE-89
26766,CWE-79
26767,CWE-94
26768,CWE-79
26769,CWE-22
26770,CWE-94
26771,CWE-89
26772,CWE-287
26773,CWE-94
26774,CWE-79
26775,CWE-79
26776,CWE-89
26777,CWE-89
26778,CWE-94
26779,NVD-CWE-noinfo
26780,CWE-119
26781,CWE-89
26782,CWE-89
26783,CWE-200
26784,CWE-89
26785,CWE-89
26786,NVD-CWE-Other
26787,CWE-94
26788,CWE-119
26789,CWE-119
26790,CWE-79
26791,CWE-119
26792,CWE-79
26793,CWE-200
26793,NVD-CWE-noinfo
26794,CWE-89
26795,CWE-119
26796,CWE-200
26797,CWE-200
26798,CWE-79
26799,CWE-200
26800,CWE-310
26801,CWE-119
26802,CWE-399
26803,CWE-255
26804,CWE-255
26805,CWE-20
26806,CWE-119
26807,CWE-200
26808,CWE-20
26809,CWE-94
26809,NVD-CWE-noinfo
26810,NVD-CWE-noinfo
26811,CWE-287
26811,NVD-CWE-noinfo
26812,CWE-119
26813,CWE-119
26814,CWE-119
26815,CWE-119
26816,CWE-119
26817,CWE-119
26818,CWE-119
26819,CWE-264
26820,CWE-59
26821,CWE-352
26822,CWE-79
26823,CWE-352
26824,CWE-22
26825,CWE-20
26826,NVD-CWE-Other
26827,CWE-79
26828,CWE-119
26829,CWE-264
26830,CWE-89
26831,CWE-89
26832,CWE-287
26833,CWE-287
26834,CWE-79
26835,CWE-264
26836,CWE-264
26837,CWE-264
26838,CWE-264
26839,CWE-89
26840,CWE-89
26841,CWE-59
26842,CWE-59
26843,CWE-59
26844,CWE-59
26845,CWE-59
26846,CWE-59
26847,CWE-59
26848,CWE-59
26849,CWE-59
26850,CWE-59
26851,CWE-59
26852,CWE-59
26853,CWE-59
26854,CWE-59
26855,CWE-59
26856,CWE-59
26857,CWE-59
26858,CWE-59
26859,CWE-59
26860,CWE-59
26861,CWE-59
26862,CWE-59
26863,CWE-59
26864,CWE-287
26865,CWE-189
26866,NVD-CWE-noinfo
26867,CWE-200
26868,CWE-89
26869,CWE-79
26870,CWE-89
26871,CWE-89
26872,CWE-94
26873,CWE-89
26874,CWE-89
26875,CWE-89
26876,CWE-22
26877,CWE-79
26878,CWE-94
26878,NVD-CWE-noinfo
26879,CWE-89
26880,CWE-22
26881,CWE-119
26882,CWE-119
26883,CWE-119
26884,NVD-CWE-noinfo
26885,CWE-770
26885,CWE-770
26886,CWE-399
26887,CWE-476
26888,CWE-255
26889,CWE-399
26890,CWE-20
26891,CWE-119
26892,CWE-255
26893,CWE-352
26894,CWE-89
26895,CWE-89
26896,CWE-89
26897,CWE-79
26898,CWE-89
26899,CWE-89
26900,CWE-89
26901,CWE-89
26902,CWE-89
26903,CWE-94
26904,CWE-89
26905,CWE-22
26906,CWE-79
26907,CWE-79
26908,CWE-22
26909,CWE-79
26910,CWE-94
26911,CWE-22
26912,CWE-89
26913,CWE-22
26914,CWE-94
26915,CWE-79
26916,CWE-89
26917,CWE-89
26918,CWE-79
26919,CWE-89
26920,CWE-89
26921,CWE-22
26922,CWE-264
26923,CWE-287
26924,CWE-20
26925,CWE-287
26926,CWE-89
26927,CWE-89
26928,CWE-79
26929,CWE-79
26930,CWE-89
26931,CWE-189
26932,CWE-399
26933,CWE-399
26934,NVD-CWE-Other
26935,NVD-CWE-Other
26936,CWE-119
26937,CWE-16
26938,CWE-94
26938,NVD-CWE-noinfo
26939,CWE-79
26940,CWE-89
26941,CWE-119
26942,CWE-200
26943,CWE-119
26944,CWE-119
26945,CWE-119
26946,CWE-119
26947,CWE-119
26948,CWE-189
26949,CWE-189
26950,CWE-119
26951,CWE-119
26952,CWE-189
26953,CWE-119
26954,CWE-20
26955,NVD-CWE-noinfo
26956,CWE-119
26956,NVD-CWE-noinfo
26957,CWE-119
26958,CWE-189
26959,CWE-20
26960,CWE-264
26961,CWE-264
26962,NVD-CWE-Other
26963,CWE-59
26964,CWE-20
26965,CWE-79
26966,CWE-22
26967,CWE-79
26968,CWE-89
26969,CWE-89
26970,CWE-89
26971,CWE-89
26972,CWE-79
26973,CWE-22
26974,CWE-89
26975,CWE-264
26976,CWE-22
26977,CWE-79
26978,CWE-119
26979,CWE-399
26980,CWE-119
26981,CWE-119
26982,CWE-264
26983,CWE-189
26984,CWE-200
26985,CWE-399
26986,CWE-189
26987,CWE-89
26988,CWE-94
26989,CWE-89
26990,CWE-79
26991,CWE-22
26992,CWE-89
26993,CWE-89
26994,CWE-89
26995,CWE-89
26996,CWE-287
26997,CWE-119
26998,NVD-CWE-Other
26999,CWE-59
27000,CWE-22
27001,CWE-362
27002,CWE-362
27003,CWE-89
27004,CWE-89
27005,CWE-264
27006,CWE-89
27007,CWE-89
27008,CWE-89
27009,CWE-310
27010,CWE-89
27011,CWE-255
27012,CWE-189
27013,CWE-59
27014,CWE-59
27015,CWE-399
27016,CWE-22
27017,CWE-119
27018,CWE-189
27019,CWE-79
27020,NVD-CWE-noinfo
27021,NVD-CWE-noinfo
27022,CWE-89
27023,CWE-89
27024,CWE-200
27025,CWE-79
27026,CWE-79
27027,CWE-79
27028,CWE-79
27029,CWE-255
27030,CWE-255
27031,CWE-310
27032,NVD-CWE-Other
27033,CWE-79
27034,CWE-310
27035,CWE-89
27036,CWE-94
27037,CWE-89
27038,CWE-94
27039,CWE-89
27040,CWE-89
27041,CWE-89
27042,CWE-79
27043,CWE-94
27044,NVD-CWE-Other
27045,CWE-264
27046,CWE-200
27047,CWE-200
27048,NVD-CWE-noinfo
27049,NVD-CWE-Other
27050,NVD-CWE-noinfo
27051,CWE-200
27052,CWE-264
27053,NVD-CWE-noinfo
27054,NVD-CWE-noinfo
27055,CWE-200
27056,CWE-264
27057,CWE-189
27058,NVD-CWE-Other
27059,CWE-119
27060,CWE-287
27061,CWE-119
27062,CWE-189
27063,CWE-119
27064,CWE-119
27065,NVD-CWE-Other
27066,CWE-399
27067,CWE-20
27068,CWE-399
27069,CWE-119
27070,CWE-89
27071,CWE-59
27072,CWE-59
27073,CWE-59
27074,CWE-59
27075,CWE-59
27076,CWE-59
27077,CWE-59
27078,CWE-59
27079,CWE-59
27080,NVD-CWE-Other
27081,NVD-CWE-Other
27082,NVD-CWE-Other
27083,CWE-20
27084,CWE-20
27085,NVD-CWE-Other
27086,NVD-CWE-Other
27087,NVD-CWE-Other
27088,NVD-CWE-Other
27089,NVD-CWE-Other
27090,NVD-CWE-Other
27091,NVD-CWE-Other
27092,NVD-CWE-Other
27093,NVD-CWE-Other
27094,NVD-CWE-Other
27095,NVD-CWE-Other
27096,NVD-CWE-Other
27097,NVD-CWE-Other
27098,NVD-CWE-Other
27099,NVD-CWE-Other
27100,NVD-CWE-Other
27101,NVD-CWE-Other
27102,NVD-CWE-Other
27103,CWE-200
27104,NVD-CWE-Other
27105,NVD-CWE-Other
27106,NVD-CWE-Other
27107,NVD-CWE-Other
27108,NVD-CWE-Other
27109,NVD-CWE-Other
27110,NVD-CWE-Other
27111,NVD-CWE-Other
27112,NVD-CWE-Other
27113,NVD-CWE-Other
27114,CWE-94
27115,NVD-CWE-Other
27116,NVD-CWE-Other
27117,NVD-CWE-Other
27118,NVD-CWE-Other
27119,NVD-CWE-Other
27120,NVD-CWE-Other
27121,CWE-20
27121,NVD-CWE-noinfo
27122,NVD-CWE-Other
27123,CWE-264
27124,NVD-CWE-Other
27125,NVD-CWE-Other
27126,NVD-CWE-Other
27127,NVD-CWE-Other
27128,NVD-CWE-Other
27129,NVD-CWE-Other
27130,NVD-CWE-Other
27131,NVD-CWE-Other
27132,NVD-CWE-Other
27133,NVD-CWE-Other
27134,NVD-CWE-Other
27135,CWE-252
27135,CWE-252
27136,CWE-20
27137,NVD-CWE-Other
27138,NVD-CWE-Other
27139,CWE-264
27140,CWE-310
27141,NVD-CWE-Other
27142,NVD-CWE-Other
27143,CWE-20
27143,CWE-399
27144,NVD-CWE-Other
27145,NVD-CWE-Other
27146,NVD-CWE-Other
27147,NVD-CWE-Other
27148,NVD-CWE-Other
27149,NVD-CWE-Other
27150,NVD-CWE-Other
27151,NVD-CWE-Other
27152,NVD-CWE-Other
27153,NVD-CWE-Other
27154,NVD-CWE-Other
27155,NVD-CWE-Other
27156,NVD-CWE-Other
27157,NVD-CWE-Other
27158,NVD-CWE-Other
27159,NVD-CWE-Other
27160,NVD-CWE-Other
27161,NVD-CWE-Other
27162,NVD-CWE-Other
27163,NVD-CWE-Other
27164,NVD-CWE-Other
27165,CWE-119
27166,NVD-CWE-Other
27167,NVD-CWE-Other
27168,NVD-CWE-Other
27169,NVD-CWE-Other
27170,NVD-CWE-Other
27171,NVD-CWE-Other
27172,NVD-CWE-Other
27173,NVD-CWE-Other
27174,NVD-CWE-Other
27175,NVD-CWE-Other
27176,NVD-CWE-Other
27177,NVD-CWE-Other
27178,NVD-CWE-noinfo
27179,NVD-CWE-noinfo
27180,NVD-CWE-Other
27181,NVD-CWE-noinfo
27182,NVD-CWE-noinfo
27183,NVD-CWE-Other
27184,NVD-CWE-Other
27185,NVD-CWE-Other
27186,NVD-CWE-Other
27187,NVD-CWE-Other
27188,NVD-CWE-noinfo
27189,NVD-CWE-Other
27190,NVD-CWE-Other
27191,NVD-CWE-Other
27192,NVD-CWE-noinfo
27193,NVD-CWE-Other
27194,NVD-CWE-Other
27195,NVD-CWE-Other
27196,NVD-CWE-Other
27197,NVD-CWE-Other
27198,NVD-CWE-Other
27199,NVD-CWE-Other
27200,NVD-CWE-Other
27201,NVD-CWE-Other
27202,NVD-CWE-Other
27203,NVD-CWE-Other
27204,NVD-CWE-Other
27205,CWE-119
27206,CWE-369
27207,NVD-CWE-Other
27208,NVD-CWE-Other
27209,NVD-CWE-Other
27210,NVD-CWE-Other
27211,CWE-89
27212,NVD-CWE-Other
27213,NVD-CWE-Other
27214,CWE-79
27215,NVD-CWE-Other
27216,NVD-CWE-Other
27217,NVD-CWE-Other
27218,NVD-CWE-Other
27219,NVD-CWE-noinfo
27220,NVD-CWE-noinfo
27221,CWE-89
27222,CWE-79
27223,NVD-CWE-noinfo
27224,NVD-CWE-Other
27225,NVD-CWE-Other
27226,CWE-119
27227,NVD-CWE-Other
27228,NVD-CWE-Other
27229,CWE-119
27230,CWE-416
27231,NVD-CWE-Other
27232,NVD-CWE-Other
27233,NVD-CWE-Other
27234,CWE-89
27235,NVD-CWE-Other
27236,NVD-CWE-Other
27237,CWE-22
27238,CWE-89
27239,CWE-89
27240,NVD-CWE-Other
27241,NVD-CWE-Other
27242,NVD-CWE-Other
27243,NVD-CWE-Other
27244,NVD-CWE-Other
27245,NVD-CWE-Other
27246,CWE-119
27246,NVD-CWE-noinfo
27247,NVD-CWE-Other
27248,NVD-CWE-Other
27249,NVD-CWE-Other
27250,NVD-CWE-Other
27251,NVD-CWE-Other
27252,NVD-CWE-Other
27253,NVD-CWE-Other
27254,NVD-CWE-Other
27255,NVD-CWE-Other
27256,NVD-CWE-Other
27257,NVD-CWE-Other
27258,CWE-79
27259,NVD-CWE-Other
27260,NVD-CWE-Other
27261,NVD-CWE-Other
27262,NVD-CWE-Other
27263,NVD-CWE-Other
27264,NVD-CWE-noinfo
27265,CWE-119
27266,NVD-CWE-Other
27267,NVD-CWE-Other
27268,NVD-CWE-Other
27269,NVD-CWE-Other
27270,NVD-CWE-Other
27271,CWE-119
27272,NVD-CWE-Other
27273,NVD-CWE-Other
27274,NVD-CWE-Other
27275,NVD-CWE-Other
27276,CWE-22
27277,CWE-264
27278,NVD-CWE-Other
27279,CWE-362
27280,NVD-CWE-Other
27281,NVD-CWE-Other
27282,NVD-CWE-Other
27283,NVD-CWE-Other
27284,NVD-CWE-Other
27285,NVD-CWE-Other
27286,CWE-79
27287,CWE-255
27288,NVD-CWE-Other
27289,NVD-CWE-Other
27290,NVD-CWE-Other
27291,NVD-CWE-Other
27292,NVD-CWE-Other
27293,NVD-CWE-Other
27294,NVD-CWE-Other
27295,NVD-CWE-Other
27296,NVD-CWE-Other
27297,CWE-287
27298,NVD-CWE-Other
27299,NVD-CWE-Other
27300,NVD-CWE-Other
27301,NVD-CWE-Other
27302,NVD-CWE-Other
27303,NVD-CWE-Other
27304,NVD-CWE-Other
27305,NVD-CWE-Other
27306,CWE-119
27307,NVD-CWE-Other
27308,NVD-CWE-Other
27309,CWE-22
27310,CWE-94
27311,NVD-CWE-Other
27312,NVD-CWE-Other
27313,NVD-CWE-Other
27314,NVD-CWE-Other
27315,NVD-CWE-Other
27316,NVD-CWE-Other
27317,NVD-CWE-Other
27318,NVD-CWE-Other
27319,NVD-CWE-Other
27320,NVD-CWE-Other
27321,NVD-CWE-Other
27322,NVD-CWE-Other
27323,NVD-CWE-Other
27324,NVD-CWE-Other
27325,NVD-CWE-Other
27326,CWE-399
27327,NVD-CWE-Other
27328,NVD-CWE-Other
27329,CWE-264
27330,CWE-22
27331,NVD-CWE-Other
27332,CWE-119
27333,CWE-119
27334,NVD-CWE-Other
27335,CWE-399
27336,CWE-119
27337,CWE-94
27338,CWE-79
27339,CWE-79
27340,CWE-78
27341,NVD-CWE-Other
27342,CWE-287
27343,NVD-CWE-noinfo
27344,NVD-CWE-Other
27345,NVD-CWE-Other
27346,NVD-CWE-Other
27347,NVD-CWE-Other
27348,NVD-CWE-Other
27349,NVD-CWE-Other
27350,CWE-119
27351,NVD-CWE-Other
27352,NVD-CWE-Other
27353,NVD-CWE-Other
27354,CWE-89
27355,NVD-CWE-Other
27356,CWE-22
27357,NVD-CWE-Other
27358,NVD-CWE-Other
27359,NVD-CWE-Other
27360,CWE-22
27361,NVD-CWE-Other
27362,CWE-79
27363,NVD-CWE-Other
27364,NVD-CWE-Other
27365,NVD-CWE-Other
27366,NVD-CWE-Other
27367,NVD-CWE-Other
27368,NVD-CWE-Other
27369,NVD-CWE-Other
27370,NVD-CWE-Other
27371,NVD-CWE-Other
27372,NVD-CWE-Other
27373,NVD-CWE-Other
27374,NVD-CWE-Other
27375,NVD-CWE-Other
27376,NVD-CWE-Other
27377,NVD-CWE-Other
27378,NVD-CWE-Other
27379,NVD-CWE-Other
27380,NVD-CWE-Other
27381,NVD-CWE-Other
27382,NVD-CWE-Other
27383,NVD-CWE-Other
27384,NVD-CWE-Other
27385,NVD-CWE-Other
27386,NVD-CWE-Other
27387,NVD-CWE-Other
27388,CWE-89
27389,NVD-CWE-Other
27390,NVD-CWE-Other
27391,NVD-CWE-Other
27392,NVD-CWE-Other
27393,CWE-190
27394,NVD-CWE-Other
27395,NVD-CWE-Other
27396,NVD-CWE-Other
27397,NVD-CWE-Other
27398,CWE-772
27399,NVD-CWE-Other
27400,NVD-CWE-Other
27401,NVD-CWE-Other
27402,NVD-CWE-Other
27403,NVD-CWE-Other
27404,NVD-CWE-Other
27405,NVD-CWE-Other
27406,NVD-CWE-Other
27407,NVD-CWE-Other
27408,NVD-CWE-Other
27409,NVD-CWE-Other
27410,NVD-CWE-Other
27411,NVD-CWE-Other
27412,NVD-CWE-Other
27413,NVD-CWE-Other
27414,NVD-CWE-Other
27415,NVD-CWE-Other
27416,NVD-CWE-Other
27417,NVD-CWE-Other
27418,NVD-CWE-Other
27419,NVD-CWE-Other
27420,NVD-CWE-Other
27421,NVD-CWE-Other
27422,NVD-CWE-Other
27423,NVD-CWE-Other
27424,NVD-CWE-Other
27425,NVD-CWE-Other
27426,NVD-CWE-Other
27427,NVD-CWE-Other
27428,NVD-CWE-Other
27429,NVD-CWE-Other
27430,NVD-CWE-Other
27431,NVD-CWE-Other
27432,CWE-79
27433,NVD-CWE-Other
27434,NVD-CWE-Other
27435,CWE-20
27436,NVD-CWE-Other
27437,CWE-16
27437,CWE-59
27438,CWE-119
27439,NVD-CWE-Other
27440,NVD-CWE-Other
27441,CWE-79
27442,NVD-CWE-Other
27443,NVD-CWE-Other
27444,NVD-CWE-Other
27445,NVD-CWE-Other
27446,NVD-CWE-Other
27447,CWE-327
27448,NVD-CWE-Other
27449,NVD-CWE-Other
27450,NVD-CWE-Other
27451,NVD-CWE-Other
27452,NVD-CWE-Other
27453,NVD-CWE-Other
27454,NVD-CWE-Other
27455,CWE-399
27456,NVD-CWE-Other
27457,NVD-CWE-Other
27458,NVD-CWE-Other
27459,NVD-CWE-Other
27460,NVD-CWE-Other
27461,CWE-20
27462,NVD-CWE-Other
27463,CWE-79
27464,NVD-CWE-Other
27465,NVD-CWE-Other
27466,CWE-94
27467,NVD-CWE-Other
27468,NVD-CWE-Other
27469,CWE-79
27470,CWE-89
27471,CWE-264
27472,NVD-CWE-Other
27473,NVD-CWE-Other
27474,NVD-CWE-Other
27475,NVD-CWE-noinfo
27476,NVD-CWE-Other
27477,NVD-CWE-Other
27478,NVD-CWE-Other
27479,NVD-CWE-Other
27480,NVD-CWE-Other
27481,NVD-CWE-Other
27482,NVD-CWE-Other
27483,NVD-CWE-Other
27484,NVD-CWE-Other
27485,NVD-CWE-Other
27486,NVD-CWE-Other
27487,NVD-CWE-Other
27488,CWE-94
27489,CWE-384
27490,CWE-79
27491,CWE-74
27492,NVD-CWE-Other
27493,NVD-CWE-Other
27494,NVD-CWE-Other
27495,NVD-CWE-Other
27496,NVD-CWE-Other
27497,NVD-CWE-Other
27498,NVD-CWE-Other
27499,NVD-CWE-Other
27500,NVD-CWE-Other
27501,NVD-CWE-Other
27502,NVD-CWE-Other
27503,NVD-CWE-Other
27504,CWE-287
27505,NVD-CWE-Other
27506,NVD-CWE-Other
27507,NVD-CWE-Other
27508,CWE-89
27509,NVD-CWE-Other
27510,NVD-CWE-Other
27511,NVD-CWE-Other
27512,NVD-CWE-Other
27513,NVD-CWE-Other
27514,CWE-59
27515,NVD-CWE-Other
27516,NVD-CWE-Other
27517,NVD-CWE-Other
27518,NVD-CWE-Other
27519,NVD-CWE-Other
27520,NVD-CWE-Other
27521,NVD-CWE-Other
27522,NVD-CWE-Other
27523,NVD-CWE-Other
27524,NVD-CWE-Other
27525,NVD-CWE-Other
27526,NVD-CWE-Other
27527,CWE-94
27528,CWE-79
27529,NVD-CWE-Other
27530,NVD-CWE-Other
27531,NVD-CWE-Other
27532,NVD-CWE-noinfo
27533,NVD-CWE-Other
27534,NVD-CWE-Other
27535,NVD-CWE-Other
27536,NVD-CWE-Other
27537,NVD-CWE-Other
27538,NVD-CWE-Other
27539,NVD-CWE-Other
27540,CWE-89
27541,NVD-CWE-Other
27542,NVD-CWE-Other
27543,CWE-255
27544,NVD-CWE-Other
27545,NVD-CWE-Other
27546,NVD-CWE-Other
27547,NVD-CWE-Other
27548,NVD-CWE-Other
27549,NVD-CWE-Other
27550,NVD-CWE-Other
27551,NVD-CWE-Other
27552,NVD-CWE-Other
27553,NVD-CWE-Other
27554,NVD-CWE-Other
27555,NVD-CWE-Other
27556,NVD-CWE-Other
27557,NVD-CWE-Other
27558,CWE-94
27559,NVD-CWE-Other
27560,NVD-CWE-Other
27561,NVD-CWE-Other
27562,NVD-CWE-Other
27563,NVD-CWE-Other
27564,NVD-CWE-Other
27565,NVD-CWE-Other
27566,NVD-CWE-Other
27567,NVD-CWE-Other
27568,NVD-CWE-Other
27569,NVD-CWE-Other
27570,NVD-CWE-Other
27571,NVD-CWE-Other
27572,NVD-CWE-Other
27573,NVD-CWE-Other
27574,NVD-CWE-Other
27575,CWE-264
